rank,utterance_length,word_count,utterance,speaker,filename,filepath
230,17,4,It may be argued.,29me,155_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/29me/155_aud.txt
231,17,4,And if they fail?,29me,181_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/29me/181_aud.txt
232,17,3,There's a danger.,29me,183_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/29me/183_aud.txt
233,17,4,How could it not?,31ms,123_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/31ms/123_aud.txt
234,17,5,I sit in the car.,32fe,089_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/32fe/089_aud.txt
235,17,5,But it is a fact.,34fe,136_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/34fe/136_aud.txt
236,17,4,You are in power.,37fe,128_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/37fe/128_aud.txt
237,17,4,As indeed it did.,37fe,141_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/37fe/141_aud.txt
238,17,4,It was a classic.,39ms,176_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/39ms/176_aud.txt
239,17,3,A Street Sweeper!,39ms,200_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/39ms/200_aud.txt
240,17,4,It's just for me.,40fs,182_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/40fs/182_aud.txt
241,17,4,I'm sure he does.,41me,113_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/41me/113_aud.txt
242,17,4,I was an athlete.,43fs,148_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/43fs/148_aud.txt
243,17,5,It was a big day.,47ms,089_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/47ms/089_aud.txt
244,17,4,What could we do?,47ms,174_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/47ms/174_aud.txt
245,17,4,Is a drug dealer?,48ms,080_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/48ms/080_aud.txt
246,17,4,It got no better.,48ms,098_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/48ms/098_aud.txt
247,17,3,What has altered?,48ms,155_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/48ms/155_aud.txt
248,17,3,Ain't that right?,48ms,229_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/48ms/229_aud.txt
249,17,4,Tell us about it.,50ms,119_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/50ms/119_aud.txt
250,17,3,He should resign.,50ms,161_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/50ms/161_aud.txt
251,17,4,I live for today.,51fe,105_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/51fe/105_aud.txt
252,17,4,It is an outrage.,52fs,113_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/52fs/113_aud.txt
253,17,4,What's in a name?,53fe,151_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/53fe/151_aud.txt
254,17,5,And we can do it.,53fe,164_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/53fe/164_aud.txt
255,17,4,Tell me about it.,54mn,200_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/54mn/200_aud.txt
256,17,4,The door is open.,56me,125_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/56me/125_aud.txt
257,17,4,I believe in God.,57ms,102_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/57ms/102_aud.txt
258,17,4,It gets too much.,57ms,158_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/57ms/158_aud.txt
259,17,3,What's the point?,59fe,144_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/59fe/144_aud.txt
260,17,4,The rest is gone.,60ms,189_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/60ms/189_aud.txt
261,17,4,I took my chance.,63me,141_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/63me/141_aud.txt
262,17,4,It is best value.,64me,180_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/64me/180_aud.txt
263,17,4,We are all equal.,66fs,157_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/66fs/157_aud.txt
264,17,3,Is this accurate?,66fs,181_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/66fs/181_aud.txt
265,17,4,What was he like?,66fs,202_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/66fs/202_aud.txt
266,17,4,"How are you, sir?",68fs,105_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/68fs/105_aud.txt
267,17,4,But she might be.,68fs,107_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/68fs/107_aud.txt
268,17,3,Who will perform?,68fs,163_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/68fs/163_aud.txt
269,17,3,He also admitted.,69fs,150_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/69fs/150_aud.txt
270,17,3,It is mainstream.,70ms,123_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/70ms/123_aud.txt
271,17,4,It's hard not to.,70ms,149_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/70ms/149_aud.txt
272,17,4,We can't go home.,72fe,181_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/72fe/181_aud.txt
273,17,4,Not to come back?,72fe,218_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/72fe/218_aud.txt
274,17,3,Certainly I have.,72fe,237_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/72fe/237_aud.txt
275,17,5,I can see it now.,73fe,178_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/73fe/178_aud.txt
276,17,4,Why does it work?,74ms,164_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/74ms/164_aud.txt
277,17,4,I don't know who.,74ms,192_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/74ms/192_aud.txt
278,17,4,We are moving on.,76fe,084_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/76fe/084_aud.txt
279,17,4,She has no pride.,77ms,199_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/77ms/199_aud.txt
280,17,4,You write a play.,78ms,100_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/78ms/100_aud.txt
281,17,3,"Why, dear father?",79fe,193_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/79fe/193_aud.txt
282,17,4,Did you see that?,80me,087_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/80me/087_aud.txt
283,17,4,There is no link.,80me,122_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/80me/122_aud.txt
284,17,3,A hundred crowns.,80me,214_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/80me/214_aud.txt
285,17,4,"So, easy does it.",81ms,179_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/81ms/179_aud.txt
286,18,4,What are they for?,02fe,094_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/02fe/094_aud.txt
287,18,5,My life is a mess.,03mn,095_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/03mn/095_aud.txt
288,18,5,This is a new era.,03mn,133_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/03mn/133_aud.txt
289,18,4,And we were right.,04me,099_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/04me/099_aud.txt
290,18,4,People are fed up.,05ms,086_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/05ms/086_aud.txt
291,18,4,He was very close.,07me,150_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/07me/150_aud.txt
292,18,5,And so it goes on.,08me,104_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/08me/104_aud.txt
293,18,3,Things can change.,08me,127_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/08me/127_aud.txt
294,18,5,It is on the news.,08me,159_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/08me/159_aud.txt
295,18,4,To kill Sir Simon.,08me,185_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/08me/185_aud.txt
296,18,4,One must hope not!,10me,110_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/10me/110_aud.txt
297,18,4,"Well, we know now.",10me,151_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/10me/151_aud.txt
298,18,4,It is a technique.,10me,178_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/10me/178_aud.txt
299,18,4,The baby was dead.,12me,101_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/12me/101_aud.txt
300,18,4,We've all done it!,13fs,095_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/13fs/095_aud.txt
301,18,4,"I think so, Gregg.",13fs,180_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/13fs/180_aud.txt
302,18,4,I agree with them.,15fe,107_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/15fe/107_aud.txt
303,18,4,I am not retiring.,17ms,146_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/17ms/146_aud.txt
304,18,4,Look at the table.,18fo,125_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/18fo/125_aud.txt
305,18,4,That has now gone.,18fo,146_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/18fo/146_aud.txt
306,18,3,Better and better.,19fs,194_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/19fs/194_aud.txt
307,18,4,How can they tell?,20fs,146_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/20fs/146_aud.txt
308,18,5,If you can get it.,20fs,165_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/20fs/165_aud.txt
309,18,5,He is one of them.,22me,086_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/22me/086_aud.txt
310,18,4,I might come back.,23ms,095_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/23ms/095_aud.txt
311,18,3,I'm not depressed.,23ms,150_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/23ms/150_aud.txt
312,18,4,I am very shocked.,25fs,127_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/25fs/127_aud.txt
313,18,4,I sealed his door.,25fs,192_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/25fs/192_aud.txt
314,18,4,The cause is just.,26fs,157_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/26fs/157_aud.txt
315,18,4,We have to expand.,26fs,174_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/26fs/174_aud.txt
316,18,3,Are these immoral?,27fs,148_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/27fs/148_aud.txt
317,18,5,I did not name it.,27fs,167_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/27fs/167_aud.txt
318,18,4,It is three years.,28ms,147_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/28ms/147_aud.txt
319,18,5,It's all I can do.,28ms,170_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/28ms/170_aud.txt
320,18,4,You read it right.,28ms,190_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/28ms/190_aud.txt
321,18,3,I'm very grateful.,28ms,192_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/28ms/192_aud.txt
322,18,3,Kids are terrible.,29me,185_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/29me/185_aud.txt
323,18,4,"No, they have not.",30me,139_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/30me/139_aud.txt
324,18,4,It was a disaster.,31ms,083_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/31ms/083_aud.txt
325,18,3,"""What!"" he gasped.",33me,205_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/33me/205_aud.txt
326,18,4,Do you mean today?,34fe,171_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/34fe/171_aud.txt
327,18,4,"Your arm, my dear?",36fs,191_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/36fs/191_aud.txt
328,18,4,That is a tragedy.,37fe,147_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/37fe/147_aud.txt
329,18,4,It's not the tour.,39ms,152_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/39ms/152_aud.txt
330,18,4,He is a visionary.,40fs,106_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/40fs/106_aud.txt
331,18,5,But it was a loss.,40fs,180_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/40fs/180_aud.txt
332,18,3,You remember that?,40fs,193_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/40fs/193_aud.txt
333,18,3,That could change.,41me,096_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/41me/096_aud.txt
334,18,4,She is very upset.,42fe,131_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/42fe/131_aud.txt
335,18,4,I was so relieved.,43fs,108_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/43fs/108_aud.txt
336,18,4,Then he's a brute!,45fe,191_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/45fe/191_aud.txt
337,18,4,I've had the gout.,45fe,201_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/45fe/201_aud.txt
338,18,4,I closed my doors.,46fs,193_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/46fs/193_aud.txt
339,18,5,I hope he gets it.,47ms,139_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/47ms/139_aud.txt
340,18,4,It makes no sense.,48ms,170_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/48ms/170_aud.txt
341,18,4,I didn't pump him.,48ms,198_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/48ms/198_aud.txt
342,18,4,It is very trying.,48ms,201_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/48ms/201_aud.txt
343,18,4,You are very kind.,48ms,218_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/48ms/218_aud.txt
344,18,4,That set the tone.,49fe,095_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/49fe/095_aud.txt
345,18,4,It goes in cycles.,49fe,176_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/49fe/176_aud.txt
346,18,4,He wouldn't do it.,50ms,106_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/50ms/106_aud.txt
347,18,4,"It works, as well.",50ms,116_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/50ms/116_aud.txt
348,18,4,It was a sell-out.,50ms,152_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/50ms/152_aud.txt
349,18,3,He approached her.,50ms,212_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/50ms/212_aud.txt
350,18,4,The goal is clear.,51fe,160_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/51fe/160_aud.txt
351,18,4,She has been shot.,52fs,177_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/52fs/177_aud.txt
352,18,5,It is a time bomb.,53fe,103_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/53fe/103_aud.txt
353,18,4,It's in his blood.,53fe,135_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/53fe/135_aud.txt
354,18,4,It is no surprise.,53fe,176_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/53fe/176_aud.txt
355,18,5,He did a good job.,54mn,090_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/54mn/090_aud.txt
356,18,4,We have big ideas.,55fs,171_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/55fs/171_aud.txt
357,18,4,Yet there is hope.,56me,138_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/56me/138_aud.txt
358,18,4,And it really did.,56me,218_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/56me/218_aud.txt
359,18,4,I have no secrets.,57ms,117_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/57ms/117_aud.txt
360,18,3,"My beloved Sister,",57ms,202_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/57ms/202_aud.txt
361,18,4,This is new money.,59fe,128_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/59fe/128_aud.txt
362,18,4,It's such a shock.,59fe,171_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/59fe/171_aud.txt
363,18,4,It is not illegal.,60ms,158_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/60ms/158_aud.txt
364,18,3,I am disconsolate.,60ms,205_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/60ms/205_aud.txt
365,18,4,It should be easy.,62me,115_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/62me/115_aud.txt
366,18,4,Is she in trouble?,64me,163_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/64me/163_aud.txt
367,18,3,Are you satisfied?,64me,210_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/64me/210_aud.txt
368,18,4,I never liked him.,64me,222_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/64me/222_aud.txt
369,18,4,It seems very odd.,65ms,126_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/65ms/126_aud.txt
370,18,4,It was a takeover.,67fe,084_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/67fe/084_aud.txt
371,18,5,We can only go up.,67fe,114_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/67fe/114_aud.txt
372,18,4,This is a classic.,67fe,130_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/67fe/130_aud.txt
373,18,4,It is so damaging.,69fs,080_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/69fs/080_aud.txt
374,18,3,NATO will prevail.,69fs,157_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/69fs/157_aud.txt
375,18,4,How often is that?,72fe,199_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/72fe/199_aud.txt
376,18,4,It looks that way.,73fe,153_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/73fe/153_aud.txt
377,18,4,He got his degree.,76fe,089_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/76fe/089_aud.txt
378,18,4,"Mona, my own love.",76fe,209_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/76fe/209_aud.txt
379,18,4,I detest the name!,77ms,187_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/77ms/187_aud.txt
380,18,3,That concerns you.,77ms,201_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/77ms/201_aud.txt
381,18,4,It's been my life.,78ms,174_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/78ms/174_aud.txt
382,18,3,"Listen, oh master.",78ms,190_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/78ms/190_aud.txt
383,18,4,I mean it happens.,79fe,135_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/79fe/135_aud.txt
384,18,4,The rest you know.,79fe,232_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/79fe/232_aud.txt
385,18,5,Or so it is hoped.,80me,092_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/80me/092_aud.txt
386,18,4,That is my method.,80me,219_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/80me/219_aud.txt
387,18,4,The child is born.,81ms,196_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/81ms/196_aud.txt
388,19,3,Please call Stella.,01fi,023_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/01fi/023_xaud.txt
389,19,4,I feel pretty good.,01fi,090_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/01fi/090_aud.txt
390,19,3,Please call Stella.,02fe,023_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/02fe/023_xaud.txt
391,19,4,It is so beautiful.,02fe,127_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/02fe/127_aud.txt
392,19,3,Please call Stella.,03mn,023_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/03mn/023_xaud.txt
393,19,3,Please call Stella.,04me,023_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/04me/023_xaud.txt
394,19,5,It is set in Paris.,04me,144_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/04me/144_aud.txt
395,19,4,This is great news.,04me,156_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/04me/156_aud.txt
396,19,4,"Well, there you go.",04me,174_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/04me/174_aud.txt
397,19,3,Please call Stella.,05ms,023_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/05ms/023_xaud.txt
398,19,4,I was close enough.,05ms,131_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/05ms/131_aud.txt
399,19,3,Please call Stella.,06fe,023_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/06fe/023_xaud.txt
400,19,3,Please call Stella.,07me,023_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/07me/023_xaud.txt
401,19,4,We were all afraid.,07me,099_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/07me/099_aud.txt
402,19,4,It's unfair on her.,07me,175_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/07me/175_aud.txt
403,19,3,Please call Stella.,08me,023_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/08me/023_xaud.txt
404,19,3,Please call Stella.,09fe,023_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/09fe/023_xaud.txt
405,19,3,Please call Stella.,10me,023_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/10me/023_xaud.txt
406,19,4,It is nearly there.,10me,140_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/10me/140_aud.txt
407,19,4,It must not happen.,10me,154_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/10me/154_aud.txt
408,19,3,You are forgetting.,10me,195_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/10me/195_aud.txt
409,19,3,Please call Stella.,11fe,023_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/11fe/023_xaud.txt
410,19,4,He would add value.,11fe,110_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/11fe/110_aud.txt
411,19,4,I came to complete.,11fe,126_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/11fe/126_aud.txt
412,19,5,I had a ball today.,11fe,144_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/11fe/144_aud.txt
413,19,4,What does she wish?,11fe,189_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/11fe/189_aud.txt
414,19,3,Please call Stella.,12me,023_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/12me/023_xaud.txt
415,19,4,No one was injured.,12me,095_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/12me/095_aud.txt
416,19,4,It went on forever.,12me,103_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/12me/103_aud.txt
417,19,3,Please call Stella.,13fs,023_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/13fs/023_xaud.txt
418,19,4,A live manure cart?,13fs,212_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/13fs/212_aud.txt
419,19,3,Please call Stella.,14fe,023_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/14fe/023_xaud.txt
420,19,3,Please call Stella.,15fe,023_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/15fe/023_xaud.txt
421,19,4,What we were doing.,15fe,183_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/15fe/183_aud.txt
422,19,3,She's already here.,15fe,206_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/15fe/206_aud.txt
423,19,3,Please call Stella.,16fe,023_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/16fe/023_xaud.txt
424,19,3,Please call Stella.,17ms,023_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/17ms/023_xaud.txt
425,19,4,He should have won.,17ms,125_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/17ms/125_aud.txt
426,19,4,The tie isn't over.,17ms,172_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/17ms/172_aud.txt
427,19,3,Adore your masters.,17ms,190_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/17ms/190_aud.txt
428,19,3,Please call Stella.,18fo,029_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/18fo/029_xaud.txt
429,19,3,Please call Stella.,19fs,023_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/19fs/023_xaud.txt
430,19,4,Now it was serious.,19fs,083_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/19fs/083_aud.txt
431,19,4,It raises the edge.,19fs,126_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/19fs/126_aud.txt
432,19,4,Have you no answer?,19fs,200_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/19fs/200_aud.txt
433,19,3,Chapter thirty one.,19fs,219_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/19fs/219_aud.txt
434,19,3,Please call Stella.,20fs,023_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/20fs/023_xaud.txt
435,19,4,They were too hard.,20fs,123_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/20fs/123_aud.txt
436,19,4,The mood is upbeat.,20fs,161_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/20fs/161_aud.txt
437,19,3,Please call Stella.,21me,028_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/21me/028_xaud.txt
438,19,3,Something is wrong.,21me,098_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/21me/098_aud.txt
439,19,5,I must take a seat.,21me,101_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/21me/101_aud.txt
440,19,4,He is walking free.,21me,154_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/21me/154_aud.txt
441,19,4,Don't get me wrong.,21me,181_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/21me/181_aud.txt
442,19,3,Please call Stella.,22me,023_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/22me/023_xaud.txt
443,19,3,Please call Stella.,23ms,023_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/23ms/023_xaud.txt
444,19,4,And he's not alone.,23ms,166_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/23ms/166_aud.txt
